name,ingredients_name,category
Murg Badami Recipe - Chicken In Almond Gravy,"Chicken, Whole Almonds (Badam), Onions, Ginger Garlic Paste, Red Chilli powder, Dry Red Chillies, Turmeric powder (Haldi), Salt, Poppy seeds, Cinnamon Stick (Dalchini), Cloves (Laung), Bay leaf (tej patta), Cardamom Powder (Elaichi), White pepper powder, Cumin seeds (Jeera), Curd (Dahi / Yogurt), Ghee, Fresh cream, Coriander (Dhania) Leaves",Other
Jowar Bajra Garlic Roti Recipe,"Jowar Flour (Sorghum), Bajra Flour ( Pearl Millet), Garlic, Black pepper powder, Salt, Water",Other
Stuffed Peppers with Roasted Vegetables Oats and Paneer,"Red Yellow and Green Bell Peppers (Capsicum), Garlic, Green zucchini, Button mushrooms, Black olives, Paneer (Homemade Cottage Cheese), Instant Oats (Oatmeal), Sun Dried Tomatoes, Parsley leaves, Extra Virgin Olive Oil, Salt, Black pepper powder",Other
Dal Bukhara Recipe (Punjabi Style Black Urad Dal),"Black Urad Dal (Whole), Onion, Tomatoes, Ginger Garlic Paste, Green Chillies, Butter (Salted), Cumin seeds (Jeera), Kasuri Methi (Dried Fenugreek Leaves), Salt, Red Chilli powder, Chaat Masala Powder, Garam masala powder, Cumin powder (Jeera), Fresh cream",Indian
Amrood Ni Kari Recipe (Parsi Style Dry Guava Curry Recipe),"Guava, Mustard seeds (Rai/ Kadugu), Asafoetida (hing), Red Chilli powder, Coriander Powder (Dhania), Turmeric powder (Haldi), Jaggery, Salt, Oil",Indian
Peanut Hummus Recipe,"Raw Peanuts (Moongphali), Mango (Raw), Sesame seeds (Til seeds), Lemon juice, Garlic, Cumin powder (Jeera), Kashmiri Red Chilli Powder, Extra Virgin Olive Oil, Sesame (Gingelly) Oil, Water, Salt",Middle Eastern
Arugula Watermelon and Feta Salad Recipe,"Arugula leaves, Watermelon, Feta Cheese, Extra Virgin Olive Oil, Red Wine Vinaigrette, Honey, Salt, Black pepper powder, Tabasco Original - Hot Sauce",Other
Pepe Ghonto Recipe - Bengali Style Raw Papaya Sabzi,"Raw papaya, Potato (Aloo), Moong bori (dried lentil dumplings), Turmeric powder (Haldi), Coriander Powder (Dhania), Dry Red Chillies, Bay leaves (tej patta), Cardamom (Elaichi) Pods/Seeds, Cloves (Laung), Cinnamon Stick (Dalchini), Roasted Peanuts (Moongphali), Sultana Raisins, Mustard oil, Ghee, Garam masala powder, Sugar, Salt",Other
Homemade Tater Tots Recipe,"Potatoes (Aloo), Garlic powder, Onion powder, Dried oregano, Coriander (Dhania) Leaves, Red Chilli flakes, All Purpose Flour (Maida), Rice flour, Salt, Oil",Other
Fish Tandoori Recipe,"Fish, Curd (Dahi / Yogurt), Onions, Green Chillies, Tandoori masala, Ginger Garlic Paste, Red Chilli powder, Garam masala powder, Coriander Powder (Dhania), Cumin powder (Jeera), Coriander (Dhania) Leaves, Oil, Salt",Other
Roasted Fennel and Tomato Soup Recipe,"Fennel bulb, Tomatoes, Extra Virgin Olive Oil, Butter (Salted), Garlic, Vegetable stock, Salt, Whole Black Peppercorns, Rosemary, Dried basil leaves, Fresh cream",Other
Thatta Payaru Sambar Recipe - Black Eyed Beans Sambar,"Black Eyed Beans (Lobia), Arhar dal (Split Toor Dal), Onion, Tomato, Sambar Powder, Red Chilli powder, Turmeric powder (Haldi), Salt, Garlic, Coriander (Dhania) Leaves, Oil, Asafoetida (hing), Dry Red Chilli, Methi Seeds (Fenugreek Seeds), Mustard seeds (Rai/ Kadugu), White Urad Dal (Split)",Other
Cauliflower And Soya Chunks Sabzi Recipe,"Cauliflower (gobi), Soy Chunks (Nuggets), Onion, Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera), Fresh coconut, Green Chillies, Red Chilli powder, Garam masala powder, Turmeric powder (Haldi), Coriander (Dhania) Leaves, Curry leaves, Oil, Salt, Water, Lemon juice",Other
Spicy Babycorn Satay Recipe,"Baby corn, Oil, Curd (Dahi / Yogurt), Corn flour, Turmeric powder (Haldi), Red Chilli powder, Garlic, Ajwain (Carom seeds), Garam masala powder, Salt",Other
Veg Chilli Milli Recipe,"Cabbage (Patta Gobi/ Muttaikose), Carrot (Gajjar), Green Bell Pepper (Capsicum), Tomatoes, Green peas (Matar), Cashew nuts, Oil, Bay leaf (tej patta), Cardamom (Elaichi) Pods/Seeds, Black cardamom (Badi Elaichi), Cloves (Laung), Cinnamon Stick (Dalchini), Onion, Ginger Garlic Paste, Turmeric powder (Haldi), Kashmiri Red Chilli Powder, Coriander Powder (Dhania), Green Chillies, Water, Garam masala powder, Coriander (Dhania) Leaves, Sugar, Fresh cream, Salt",Other
Madakasan Recipe - Coconut Filled Crepes with Berry Sauce,"Whole Wheat Flour, Milk, Whole Egg, Sugar, Salt, Fresh coconut, Cardamom (Elaichi) Pods/Seeds, Jaggery, Ghee",Other
Carrot Methi Pachadi Recipe,"Methi Leaves (Fenugreek Leaves), Carrot (Gajjar), Tamarind Paste, Green Chillies, Jaggery, Turmeric powder (Haldi), Salt, Dry Red Chillies, Oil, White Urad Dal (Split), Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera)",Other
Lemon Rice Recipe - Elumichai Sadam/Chitranna,"Cooked rice, Mustard seeds (Rai/ Kadugu), White Urad Dal (Split), Raw Peanuts (Moongphali), Curry leaves, Ginger, Green Chillies, Turmeric powder (Haldi), Salt, Sesame (Gingelly) Oil, Coriander (Dhania) Leaves",Other
Chicken Xacuti Recipe - Goan Chicken Gravy,"Chicken, Tamarind Water, Salt, Oil, Onion, Ginger, Garlic, Kashmiri dry red chilli, Fresh coconut, Poppy seeds, Cloves (Laung), Cinnamon Stick (Dalchini), Black pepper corns, Cumin seeds (Jeera), Coriander (Dhania) Seeds, Fennel seeds (Saunf), Turmeric powder (Haldi), Sesame seeds (Til seeds), Methi Seeds (Fenugreek Seeds), Oil",Other
Kashmiri Style Chaman Recipe-Qaliya Cottage Cheese Curry ,"Paneer (Homemade Cottage Cheese), Mustard oil, Saffron strands, Bay leaf (tej patta), Cinnamon Stick (Dalchini), Cloves (Laung), Milk, Water, Turmeric powder (Haldi), Cumin powder (Jeera), Fennel Powder, Salt, Cardamom Powder (Elaichi), Coriander (Dhania) Leaves",Indian
Chilli Oil Recipe,"Red Chilli flakes, Brown Sugar (Demerara Sugar), Ginger, Sesame seeds (Til seeds), Star anise, Dark soy sauce, Garlic, Oil",Other
Phulka Recipe (Roti/Chapati) - Puffed Indian Bread,"Whole Wheat Flour, Salt, Oil, Ghee",Other
Thai Som Tum Recipe (Thai Green Papaya Salad),"Cherry tomatoes, Dried shrimps, Fresh Red chillies, Fish sauce, Garlic, Green beans (French Beans), Papaya, Lemon juice, Palm sugar, Roasted Peanuts (Moongphali)",Other
High Protein Broccoli and Dill Stuffed Paratha Recipe,"Whole Wheat Flour, Salt, Water, Gram flour (besan), Broccoli, Dill leaves, Red Bell pepper (Capsicum), Onion, Ginger, Garlic, Red Chilli powder, Turmeric powder (Haldi), Salt, Oil",Other
Chinese Oats Paneer Manchurian Kathi Roll Recipe,"Whole Wheat Flour, Salt, Oil, Oil, Chenna (Homemade Cottage Cheese), Carrots (Gajjar), Green Bell Pepper (Capsicum), Rolled Oats Or Instant Oats, Spring Onion (Bulb & Greens), Garlic, Ginger, Green Chillies, Tomato Ketchup, Sweet and Spicy Red Chilli Sauce (Tomato Chilli Sauce), Onion",Other
Caramelised Onion Rosemary Chicken Recipe ,"Chicken breasts, Ginger, Garlic, Salt, Paprika powder, Rosemary, Butter (Salted), Onions, Rosemary, Salt, Sugar, Red Chilli flakes, Honey, Mixed Herbs (Dried), Black pepper powder, Corn flour, Water",Other
Cheesy Garlic Spinach Corn Paneer Sandwich Recipe,"Garlic, Spinach, Sweet corn, Whole Black Pepper Corns, Paneer (Homemade Cottage Cheese), Britannia Cheese Block, Veeba Burger Mayonnaise, Whole Wheat Brown Bread, Butter (Salted)",American
Mangalorean Kadle Manoli Recipe - Tindora Kala Chana Sabzi,"Kala Chana (Brown Chickpeas), Tindora (Dondakaya/ Kovakkai), Garlic, Mustard seeds (Rai/ Kadugu), Curry leaves, Onion, Fresh coconut, Jaggery, Oil, Salt, Dry Red Chillies, Coriander (Dhania) Seeds, Methi Seeds (Fenugreek Seeds), Whole Black Peppercorns, Cumin seeds (Jeera), Garlic",Other
Tofu Bhurji Recipe - Spicy Scrambled Tofu ,"Tofu, Onion, Red Bell pepper (Capsicum), Tomato, Green Chilli, Cumin seeds (Jeera), Red Chilli powder, Black pepper powder, Turmeric powder (Haldi), Coriander (Dhania) Leaves, Salt, Oil",Other
Sweet Potato Gratin With Fresh Herbs Recipe,"Sweet Potatoes, Fresh cream, Milk, Butter (Salted), Garlic, Nutmeg, Parsley leaves, Fresh Thyme leaves, Dried oregano, Basil leaves, Whole Black Peppercorns, Salt, Cheese",Other
Rajasthani Chawle Wale Dhokle Recipe,"Garlic, Green Chillies, Coriander (Dhania) Leaves, Makki Ka Atta (Yellow Corn Meal Flour), Baking soda, Salt, Water, Black Eyed Beans (Lobia), Turmeric powder (Haldi), Coriander Powder (Dhania)",Other
 Murgh Aur Masoor Dal Recipe-Bombay Style Chicken with Dal ,"Chicken, Masoor Dal (Whole), Onions, Green Chilli, Ginger, Garlic, Turmeric powder (Haldi), Cumin powder (Jeera), Red Chilli powder, Garam masala powder, Lemon juice, Salt, Oil",Indian
Chocolate Chip Oat Bran Cereal Recipe With Fruits & Nuts,"Oat bran, Soy milk, Cinnamon Powder (Dalchini), Salt, Dry Fruits, Dark Chocolate Chips, Mixed nuts",Other
Sali Par Eedu Recipe - Parsi Breakfast Eggs On Fried Potato,"Potato (Aloo), Whole Egg, Tomato, Coriander (Dhania) Leaves, Salt, Black pepper powder, Ghee",Other
Chettinad Chicken Recipe | Pepper Chicken Dry | South Indian ,"Chicken, Garlic, Ginger, Turmeric powder (Haldi), Lemon, Onion, Garlic, Ginger, Tomato, Curry leaves, Turmeric powder (Haldi), Cumin powder (Jeera), Fennel Powder, Coriander Powder (Dhania), Black pepper powder, Salt, Oil, Water, Coriander (Dhania) Leaves",Other
Sweet Potato Gnocchi Recipe With Garlic And Herb Butter,"Sweet Potatoes, Potatoes (Aloo), Whole Eggs, Whole Wheat Flour, Salt, Butter (Salted), Sage, Nutmeg, Salt and Pepper, Butter (Salted), Garlic, Brown Sugar (Demerara Sugar), Cinnamon Powder (Dalchini), Dried oregano, Chives, Salt, Lemon juice",Other
Mint Flavoured Mixed Vegetable Pulao Recipe,"Basmati rice, Green peas (Matar), Carrot (Gajjar), Green beans (French Beans), Onion, Salt, Coriander (Dhania) Leaves, Mint Leaves (Pudina), Oil, Garlic, Green Chillies, Cumin seeds (Jeera), Mustard seeds (Rai/ Kadugu), Bay leaf (tej patta), Cloves (Laung)",Other
Beets & Yogurt Soup Recipe by Chef Vikas Khanna,"Extra Virgin Olive Oil, Cumin seeds (Jeera), Coriander (Dhania) Seeds, Beetroot, Onions, Red Bell pepper (Capsicum), Potato (Aloo), Vegetable stock, Salt, Whole Black Peppercorns, Curd (Dahi / Yogurt), Pea shoot leaves",Other
Cantonese Chicken With Mushrooms Recipe,"Boneless chicken, Shiitake mushrooms, Bok Choy, Spring Onion (Bulb & Greens), Garlic, Black pepper powder, Light soy sauce, Fish sauce, Oyster sauce, Red Chilli sauce, White Wine Vinegar, Salt, Sesame (Gingelly) Oil, Brown Sugar (Demerara Sugar), Corn flour, Spring Onion Greens, Sesame seeds (Til seeds)",Other
Bread Toast Recipe,"Whole Wheat Brown Bread, Butter (Salted)",Other
Kasuri Methi Paneer Sabzi Recipe,"Paneer (Homemade Cottage Cheese), Onions, Tomatoes, Ginger, Garlic, Turmeric powder (Haldi), Cumin seeds (Jeera), Red Chilli powder, Garam masala powder, Kasuri Methi (Dried Fenugreek Leaves), Salt, Oil",Other
Badanekaayi Gojju (Brinjal Curry) Recipe,"Small Brinjal (Baingan / Eggplant), Onion, Mustard seeds (Rai/ Kadugu), Salt, Oil, Coriander (Dhania) Leaves, Roasted Peanuts (Moongphali), Fresh coconut, Raw Peanuts (Moongphali), Tamarind Paste, Dry Red Chillies, Cumin seeds (Jeera), Red Chilli powder, Turmeric powder (Haldi), Salt",Indian
Pasta In Spinach Basil Sauce Recipe,"Extra Virgin Olive Oil, Durum Wheat Penne Pasta, Mixed Herbs (Dried), Extra Virgin Olive Oil, Garlic, Spinach, Cumin powder (Jeera), Milk, Basil leaves, Britannia Cheese Block, Salt and Pepper",Italian
Cold Potato Salad With Cilantro Dressing Recipe,"Baby Potatoes, Hung Curd (Greek Yogurt), English Mustard Sauce, Coriander (Dhania) Leaves, Apple cider vinegar, Extra Virgin Olive Oil, Red Chilli flakes, Salt",Other
Singhara Pulao Recipe - Water Chestnut Mixed Rice,"Singhade (water chestnut), Cooked rice, Bay leaf (tej patta), Star anise, Cloves (Laung), Cumin seeds (Jeera), Turmeric powder (Haldi), Salt, Black pepper powder, Oil, Coriander (Dhania) Leaves",Other
Arbi Masala with Kasuri Methi - Arbi Masala (Recipe In Hindi),"Arbi, tomato, ginger, garlic, onion, green chilli, dry mango powder, coriander powder, red chilli powder, garam masala powder, salt, celery, green coriander, asafoetida, kasuri methi, oil",Indian
Tea Spiced Nuts Recipe (Skillet Roasted),"Whole Almonds (Badam), Cashew nuts, Walnuts, Pecans, Tea leaves, Dried rose petals, Honey, Cinnamon Powder (Dalchini), Vanilla Extract, Black pepper powder, Paprika powder, Sea salt, Butter (Salted)",Other
Nimki Aloo Anardana Curry Recipe - Potato And Nimki Curry,"All Purpose Flour (Maida), Ajwain (Carom seeds), Sooji (Semolina/ Rava), Ghee, Salt, Water, Oil, Potatoes (Aloo), Onion, Ginger Garlic Paste, Homemade tomato puree, Oil, Cumin seeds (Jeera), Turmeric powder (Haldi), Red Chilli powder, Coriander Powder (Dhania), Anardana Powder (Pomegranate Seed Powder), Fennel seeds (Saunf), Sugar, Garam masala powder, Salt, Kasuri Methi (Dried Fenugreek Leaves), Coriander (Dhania) Leaves, Fresh Pomegranate Fruit Kernels, Lemon wedges, Onion",Indian
Attukal Soup Recipe | Paya Soup,"Mutton legs, Garlic, Onion, Cumin seeds (Jeera), Black pepper powder, Curry leaves, Salt, Turmeric powder (Haldi), Gingelly oil",Other
Karnataka Style Sabsige Soppu Akki Rotti (Dill leaves and flattened Rice Bread Recipe),"Rice flour, Poha (Flattened rice), Dill leaves, Green Chilli, Cumin seeds (Jeera), Salt",Other
Sauteed Spinach With Garlic And Cheese Recipe,"Spinach Leaves (Palak), Garlic, Parmesan cheese, Black pepper powder, Cinnamon Powder (Dalchini), Extra Virgin Olive Oil, Salt",Other
Karnataka Style Badanekayi Palya Recipe - Long Brinjal In Spicy Coconut Recipe,"Long Green Brinjal, Mustard seeds (Rai/ Kadugu), Curry leaves, Onion, Tomato, Turmeric powder (Haldi), Sambar Powder, Jaggery, Salt, Gingelly oil, Sesame seeds (Til seeds), Roasted Peanuts (Moongphali)",Other
No Onion No Garlic Aloo Gajar Ki Sabzi Recipe,"Potatoes (Aloo), Carrots (Gajjar), Oil, Cumin seeds (Jeera), Ginger, Green Chillies, Turmeric powder (Haldi), Red Chilli powder, Coriander Powder (Dhania), Lemon juice, Salt, Coriander (Dhania) Leaves",Other
Spinach Omelette Recipe,"Whole Eggs, Spinach, Spring Onion Greens, Turmeric powder (Haldi), Red Chilli powder, Salt, Milk, Extra Virgin Olive Oil",Other
Cabbage And Carrot Thoran Recipe,"Carrots (Gajjar), Cabbage (Patta Gobi/ Muttaikose), Onion, Green Chillies, Turmeric powder (Haldi), Cumin powder (Jeera), Oil, Mustard seeds (Rai/ Kadugu), Fresh coconut, Curry leaves, Salt",Other
"Lettuce, Orange And Spinach Salad Recipe","Orange, Iceberg lettuce, Spinach, Lemon juice, Extra Virgin Olive Oil, Whole Black Peppercorns, Orange Zest (Rind), Salt, Fresh orange juice",Other
Apple Carrot Sweet Potato Soup With Garam Masala Roasted Chickpeas Recipe,"Onion, Carrots (Gajjar), Sweet Potato, Apple, Curry powder, Coconut cream, Vegetable stock, Extra Virgin Olive Oil, Maple syrup, Coriander (Dhania) Leaves, Kabuli Chana (White Chickpeas), Lemon juice, Garam masala powder, Red Chilli powder, Extra Virgin Olive Oil, Salt",Indian
Dhaba Style Chana Masala From Deserts of Jaisalmer,"Kabuli Chana (White Chickpeas), Ghee, Onions, Garlic, Ginger, Cinnamon Stick (Dalchini), Cloves (Laung), Bay leaves (tej patta), Brown cardamom (Badi Elaichi), Tomatoes, Turmeric powder (Haldi), Red Chilli powder, Coriander (Dhania) Powder, Garam masala powder, Chana Masala Powder, Salt, Coriander (Dhania) Leaves",Indian
Barnyard Millet and Ragi Khichdi Recipe,"Barnyard Millet, Yellow Moong Dal (Split), Ragi Seeds, Ginger, Turmeric powder (Haldi), Cinnamon Stick (Dalchini), Ghee, Asafoetida (hing), Whole Black Peppercorns, Cumin seeds (Jeera)",Other
Pea And Spring Onion Soup Recipe,"Green peas (Matar), Spring Onion Greens, Spring Onion (Bulb & Greens), Garlic, Extra Virgin Olive Oil, Salt, Black pepper powder, Vegetable stock, Fresh cream, Black pepper powder",Other
Red Capsicum Poriyal Recipe - Red Bell Pepper Stir Fry,"Red Bell pepper (Capsicum), Chana dal (Bengal Gram Dal), Mustard seeds (Rai/ Kadugu), Curry leaves, Fresh coconut, Asafoetida (hing), Ginger, Green Chillies, Oil, Salt",Asian
Pomegranate Sauce Recipe,"Pomegranate juice, Anardana Powder (Pomegranate Seed Powder), Red wine, Butter (Unsalted), Garlic, Whole Black Peppercorns, Jaggery, Salt, Rosemary",Other
Sweet Corn Poriyal Recipe ,"Sweet corn, Mustard seeds (Rai/ Kadugu), Chana dal (Bengal Gram Dal), Dry Red Chilli, Curry leaves, Fresh coconut, Coriander (Dhania) Leaves, Asafoetida (hing), Green Chilli, Oil, Salt",Other
Arabi Yogurt Wali Vegetable Recipe,"Colocasia root (Arbi), Curd (Dahi / Yogurt), Ajwain (Carom seeds), Kashmiri Red Chilli Powder, Turmeric powder (Haldi), Coriander Powder (Dhania), Garam masala powder, Coriander (Dhania) Leaves, Salt, Oil, Water",Other
Menthi Vankaya Recipe - Andhra Style Fenugreek Spiced Baingan,"Small Brinjal (Baingan / Eggplant), Tamarind Paste, Water, Salt, Oil, White Urad Dal (Split), Curry leaves, Coriander (Dhania) Seeds, Chana dal (Bengal Gram Dal), White Urad Dal (Split), Sesame seeds (Til seeds), Cumin seeds (Jeera), Methi Seeds (Fenugreek Seeds), Dry Red Chillies, Raw Peanuts (Moongphali)",Other
Veg Mughlai Paratha Recipe,"Whole Wheat Flour, Salt, Oil, Oil, Onion, Red Bell pepper (Capsicum), Green Bell Pepper (Capsicum), Carrot (Gajjar), Garlic, Ginger, Green Chillies, Paneer (Homemade Cottage Cheese), Garam masala powder, Fennel seeds (Saunf), Red Chilli powder, Mint Leaves (Pudina), Salt, Whole Wheat Flour, Water",Other
Mushroom & Goat Cheese Omelette with Spinach Recipe,"Whole Eggs, Milk, Button mushrooms, Dried oregano, Black pepper powder, Salt, Spinach Leaves (Palak), Goat Cheese, Butter (Salted), Oil",Other
Spring Onion Dosa Recipe,"Spring Onion (Bulb & Greens), Spring Onion Greens, Dosa rice, Poha (Flattened rice), White Urad Dal (Split), Methi Seeds (Fenugreek Seeds), Dry Red Chillies, Fresh coconut, Jaggery, Water, Oil, Salt",Other
Provençal Tomato Rice Soup Recipe,"Rice, Extra Virgin Olive Oil, Onion, Carrot (Gajjar), Garlic, Orange Zest (Rind), Dried Thyme Leaves, Fennel Powder, Homemade tomato puree, Lukewarm Water, Tomatoes, Vegetable stock, Salt, Sugar, Basil leaves",Other
Matta Rice/ Chemba Rice Recipe-Pressure Cooker Method,"Red matta rice, Water, Salt",Other
Bengali Style Labra Recipe - Mix Vegetable Sabzi,"Potatoes (Aloo), Kaddu (Parangikai/ Pumpkin), Carrot (Gajjar), Cauliflower (gobi), Brinjal (Baingan / Eggplant), Drumstick, Green peas (Matar), Turmeric powder (Haldi), Fresh coconut, Salt, Sugar, Mustard oil, Panch Phoran Masala, Bay leaf (tej patta), Coriander (Dhania) Leaves",Other
Mini Potato Cheesy Au Gratin Recipe,"Potato (Aloo), Nutralite Garlic & Oregano Spread, Heavy whipping cream, Nutralite Cheesy Garlic Mayo, Milk, All Purpose Flour (Maida), Garlic, Salt, Black pepper powder, Cheddar cheese",Other
Tok Dal Recipe (Bengali Style Masoor Dal),"Mango (Raw), Masoor Dal (Whole), Turmeric powder (Haldi), Green Chillies, Salt, Mustard oil, Bay leaf (tej patta), Dry Red Chilli, Panch Phoran Masala",Indian
Fish Tikka Masala Gravy Recipe,"Basa fish, Lemon juice, Turmeric powder (Haldi), Salt and Pepper, Cardamom (Elaichi) Pods/Seeds, Bay leaf (tej patta), Cumin powder (Jeera), Coriander Powder (Dhania), Turmeric powder (Haldi), Ginger Garlic Paste, Red Chilli powder, Kasuri Methi (Dried Fenugreek Leaves), Lukewarm Water, Fresh cream, Salt, Onion, Tomato, Cashew nuts, Cloves (Laung), Cinnamon Powder (Dalchini)",Indian
Moong Dal With Radish Greens Recipe,"Yellow Moong Dal (Split), Mooli Ke Patte (Radish Greens), Salt, Garlic, Ginger, Turmeric powder (Haldi), Red Chilli powder, Amchur (Dry Mango Powder), Oil, Ghee, Cumin seeds (Jeera), Dry Red Chillies",Indian
Quick And Spicy Bell Pepper Pasta Recipe,"Conchiglie Pasta, Green bell peppers, Red Bell pepper (Capsicum), Yellow Bell Pepper (Capsicum), Onion, Green Chilli, Red Chilli sauce, Soy sauce, Salt, Ginger Garlic Paste, Vinegar, Sugar, Extra Virgin Olive Oil",Italian
Vegan Curried Rice with Chickpeas Recipe,"Brown Rice, Kabuli Chana (White Chickpeas), Garlic, Ginger, Fennel seeds (Saunf), Vegetable stock, Curry powder, Salt, Coriander (Dhania) Leaves",Other
Pizza Pinwheels Recipe,"Whole Wheat Flour, All Purpose Flour (Maida), Lukewarm Water, Active dry yeast, Salt, Sugar, Extra Virgin Olive Oil, Onion, Tomato, Green Bell Pepper (Capsicum), Extra Virgin Olive Oil, Homemade Pizza And Pasta Sauce, Mozzarella cheese, Dried oregano, Red Chilli flakes",Italian
